unit_id,cycle,pm_cost,cm_cost,labor_rate_standard,labor_rate_overtime,production_priority,downtime_penalty,revenue_per_hour,spare_parts_available,spare_parts_lead_time,technician_available,maintenance_window,shift_pattern,contract_penalty_active
1,1,511.18,3464.88,79.83,130.46,0,5104.43,7748.23,1,1,1,1,0,0
1,2,511.18,3464.88,79.83,130.46,0,5104.43,7748.23,1,1,1,1,0,0
1,3,511.18,3464.88,79.83,130.46,0,5104.43,7748.23,1,1,1,1,0,0
1,4,511.18,3464.88,79.83,130.46,0,5104.43,7748.23,1,1,1,1,0,0
1,5,511.18,3464.88,79.83,130.46,0,5104.43,7748.23,1,1,1,1,0,0
1,6,511.18,3464.88,79.83,130.46,0,5104.43,7748.23,1,1,1,1,0,0
1,7,511.18,3464.88,79.83,130.46,0,5104.43,7748.23,1,1,1,1,0,0
1,8,511.18,3464.88,79.83,130.46,0,5104.43,7748.23,1,1,1,1,0,0
1,9,511.18,3464.88,79.83,130.46,0,5104.43,7748.23,1,1,1,1,0,0
1,10,511.18,3464.88,79.83,130.46,0,5104.43,7748.23,1,1,1,1,0,0
1,11,511.18,3464.88,79.83,130.46,1,4541.0,7748.23,1,1,1,1,1,0
1,12,511.18,3464.88,79.83,130.46,1,4541.0,7748.23,1,1,1,1,1,0
1,13,511.18,3464.88,79.83,130.46,1,4541.0,7748.23,1,1,1,1,1,0
1,14,511.18,3464.88,79.83,130.46,1,4541.0,7748.23,1,1,1,1,1,0
1,15,511.18,3464.88,79.83,130.46,1,4541.0,7748.23,1,1,1,1,1,0
1,16,511.18,3464.88,79.83,130.46,1,4541.0,7748.23,1,1,1,1,1,0
1,17,511.18,3464.88,79.83,130.46,1,4541.0,7748.23,1,1,1,1,1,0
1,18,511.18,3464.88,79.83,130.46,1,4541.0,7748.23,1,1,1,1,1,0
1,19,511.18,3464.88,79.83,130.46,1,4541.0,7748.23,1,1,1,1,1,0
1,20,511.18,3464.88,79.83,130.46,1,4541.0,7748.23,1,1,1,1,1,0
1,21,511.18,3464.88,79.83,130.46,1,5377.57,7748.23,1,1,1,0,2,0
1,22,511.18,3464.88,79.83,130.46,1,5377.57,7748.23,1,1,1,0,2,0
1,23,511.18,3464.88,79.83,130.46,1,5377.57,7748.23,1,1,1,0,2,0
1,24,511.18,3464.88,79.83,130.46,1,5377.57,7748.23,1,1,1,0,2,0
1,25,511.18,3464.88,79.83,130.46,1,5377.57,7748.23,1,1,1,0,2,0
1,26,511.18,3464.88,79.83,130.46,1,5377.57,8707.24,1,0,1,0,2,0
1,27,511.18,3464.88,79.83,130.46,1,5377.57,8707.24,1,0,1,0,2,0
1,28,511.18,3464.88,79.83,130.46,1,5377.57,8707.24,1,0,1,0,2,0
1,29,511.18,3464.88,79.83,130.46,1,5377.57,8707.24,1,0,1,0,2,0
1,30,511.18,3464.88,79.83,130.46,1,5377.57,8707.24,1,0,1,0,2,0
1,31,511.18,3464.88,79.83,130.46,0,6660.93,8707.24,1,0,1,1,0,0
1,32,511.18,3464.88,79.83,130.46,0,6660.93,8707.24,1,0,1,1,0,0
1,33,511.18,3464.88,79.83,130.46,0,6660.93,8707.24,1,0,1,1,0,0
1,34,511.18,3464.88,79.83,130.46,0,6660.93,8707.24,1,0,1,1,0,0
1,35,511.18,3464.88,79.83,130.46,0,6660.93,8707.24,1,0,1,1,0,0
1,36,511.18,3464.88,79.83,130.46,0,6660.93,8707.24,1,0,1,1,0,0
1,37,511.18,3464.88,79.83,130.46,0,6660.93,8707.24,1,0,1,1,0,0
1,38,511.18,3464.88,79.83,130.46,0,6660.93,8707.24,1,0,1,1,0,0
1,39,511.18,3464.88,79.83,130.46,0,6660.93,8707.24,1,0,1,1,0,0
1,40,511.18,3464.88,79.83,130.46,0,6660.93,8707.24,1,0,1,1,0,0
1,41,511.18,3464.88,79.83,130.46,1,7452.57,8707.24,1,0,1,0,1,0
1,42,511.18,3464.88,79.83,130.46,1,7452.57,8707.24,1,0,1,0,1,0
1,43,511.18,3464.88,79.83,130.46,1,7452.57,8707.24,1,0,1,0,1,0
1,44,511.18,3464.88,79.83,130.46,1,7452.57,8707.24,1,0,1,0,1,0
1,45,511.18,3464.88,79.83,130.46,1,7452.57,8707.24,1,0,1,0,1,0
1,46,511.18,3464.88,79.83,130.46,1,7452.57,8707.24,1,0,1,0,1,0
1,47,511.18,3464.88,79.83,130.46,1,7452.57,8707.24,1,0,1,0,1,0
1,48,511.18,3464.88,79.83,130.46,1,7452.57,8707.24,1,0,1,0,1,0
1,49,511.18,3464.88,79.83,130.46,1,7452.57,8707.24,1,0,1,0,1,0
1,50,511.18,3464.88,79.83,130.46,1,7452.57,8707.24,1,0,1,0,1,0
1,51,510.66,3455.51,83.31,127.94,0,7689.85,8099.38,1,0,1,1,2,1
1,52,510.66,3455.51,83.31,127.94,0,7689.85,8099.38,1,0,1,1,2,1
1,53,510.66,3455.51,83.31,127.94,0,7689.85,8099.38,1,0,1,1,2,1
1,54,510.66,3455.51,83.31,127.94,0,7689.85,8099.38,1,0,1,1,2,1
1,55,510.66,3455.51,83.31,127.94,0,7689.85,8099.38,1,0,1,1,2,1
1,56,510.66,3455.51,83.31,127.94,0,7689.85,8099.38,1,0,1,1,2,1
1,57,510.66,3455.51,83.31,127.94,0,7689.85,8099.38,1,0,1,1,2,1
1,58,510.66,3455.51,83.31,127.94,0,7689.85,8099.38,1,0,1,1,2,1
1,59,510.66,3455.51,83.31,127.94,0,7689.85,8099.38,1,0,1,1,2,1
1,60,510.66,3455.51,83.31,127.94,0,7689.85,8099.38,1,0,1,1,2,1
1,61,510.66,3455.51,83.31,127.94,0,8067.18,8099.38,1,0,1,1,0,1
1,62,510.66,3455.51,83.31,127.94,0,8067.18,8099.38,1,0,1,1,0,1
1,63,510.66,3455.51,83.31,127.94,0,8067.18,8099.38,1,0,1,1,0,1
1,64,510.66,3455.51,83.31,127.94,0,8067.18,8099.38,1,0,1,1,0,1
1,65,510.66,3455.51,83.31,127.94,0,8067.18,8099.38,1,0,1,1,0,1
1,66,510.66,3455.51,83.31,127.94,0,8067.18,8099.38,1,0,1,1,0,1
1,67,510.66,3455.51,83.31,127.94,0,8067.18,8099.38,1,0,1,1,0,1
1,68,510.66,3455.51,83.31,127.94,0,8067.18,8099.38,1,0,1,1,0,1
1,69,510.66,3455.51,83.31,127.94,0,8067.18,8099.38,1,0,1,1,0,1
1,70,510.66,3455.51,83.31,127.94,0,8067.18,8099.38,1,0,1,1,0,1
1,71,510.66,3455.51,83.31,127.94,2,8495.28,8099.38,1,0,1,0,1,1
1,72,510.66,3455.51,83.31,127.94,2,8495.28,8099.38,1,0,1,0,1,1
1,73,510.66,3455.51,83.31,127.94,2,8495.28,8099.38,1,0,1,0,1,1
1,74,510.66,3455.51,83.31,127.94,2,8495.28,8099.38,1,0,1,0,1,1
1,75,510.66,3455.51,83.31,127.94,2,8495.28,8099.38,1,0,1,0,1,1
1,76,510.66,3455.51,83.31,127.94,2,8495.28,7492.66,1,0,1,0,1,1
1,77,510.66,3455.51,83.31,127.94,2,8495.28,7492.66,1,0,1,0,1,1
1,78,510.66,3455.51,83.31,127.94,2,8495.28,7492.66,1,0,1,0,1,1
1,79,510.66,3455.51,83.31,127.94,2,8495.28,7492.66,1,0,1,0,1,1
1,80,510.66,3455.51,83.31,127.94,2,8495.28,7492.66,1,0,1,0,1,1
1,81,510.66,3455.51,83.31,127.94,2,8427.41,7492.66,1,0,1,0,2,1
1,82,510.66,3455.51,83.31,127.94,2,8427.41,7492.66,1,0,1,0,2,1
1,83,510.66,3455.51,83.31,127.94,2,8427.41,7492.66,1,0,1,0,2,1
1,84,510.66,3455.51,83.31,127.94,2,8427.41,7492.66,1,0,1,0,2,1
1,85,510.66,3455.51,83.31,127.94,2,8427.41,7492.66,1,0,1,0,2,1
1,86,510.66,3455.51,83.31,127.94,2,8427.41,7492.66,1,0,1,0,2,1
1,87,510.66,3455.51,83.31,127.94,2,8427.41,7492.66,1,0,1,0,2,1
1,88,510.66,3455.51,83.31,127.94,2,8427.41,7492.66,1,0,1,0,2,1
1,89,510.66,3455.51,83.31,127.94,2,8427.41,7492.66,1,0,1,0,2,1
1,90,510.66,3455.51,83.31,127.94,2,8427.41,7492.66,1,0,1,0,2,1
1,91,510.66,3455.51,83.31,127.94,2,9327.58,7492.66,1,0,1,1,0,1
1,92,510.66,3455.51,83.31,127.94,2,9327.58,7492.66,1,0,1,1,0,1
1,93,510.66,3455.51,83.31,127.94,2,9327.58,7492.66,1,0,1,1,0,1
1,94,510.66,3455.51,83.31,127.94,2,9327.58,7492.66,1,0,1,1,0,1
1,95,510.66,3455.51,83.31,127.94,2,9327.58,7492.66,1,0,1,1,0,1
1,96,510.66,3455.51,83.31,127.94,2,9327.58,7492.66,1,0,1,1,0,1
1,97,510.66,3455.51,83.31,127.94,2,9327.58,7492.66,1,0,1,1,0,1
