unit_id,cycle,pm_cost,cm_cost,labor_rate_standard,labor_rate_overtime,production_priority,downtime_penalty,revenue_per_hour,spare_parts_available,spare_parts_lead_time,technician_available,maintenance_window,shift_pattern,contract_penalty_active
1,1,548.2,3986.4,88.07,135.13,1,5194.52,8596.19,1,0,1,1,0,0
1,2,548.2,3986.4,88.07,135.13,1,5194.52,8596.19,1,0,1,1,0,0
1,3,548.2,3986.4,88.07,135.13,1,5194.52,8596.19,1,0,1,1,0,0
1,4,548.2,3986.4,88.07,135.13,1,5194.52,8596.19,1,0,1,1,0,0
1,5,548.2,3986.4,88.07,135.13,1,5194.52,8596.19,1,0,1,1,0,0
1,6,548.2,3986.4,88.07,135.13,1,5194.52,8596.19,1,0,1,1,0,0
1,7,548.2,3986.4,88.07,135.13,1,5194.52,8596.19,1,0,1,1,0,0
1,8,548.2,3986.4,88.07,135.13,1,5194.52,8596.19,1,0,1,1,0,0
1,9,548.2,3986.4,88.07,135.13,1,5194.52,8596.19,1,0,1,1,0,0
1,10,548.2,3986.4,88.07,135.13,1,5194.52,8596.19,1,0,1,1,0,0
1,11,548.2,3986.4,88.07,135.13,1,5612.53,8596.19,1,0,1,0,1,0
1,12,548.2,3986.4,88.07,135.13,1,5612.53,8596.19,1,0,1,0,1,0
1,13,548.2,3986.4,88.07,135.13,1,5612.53,8596.19,1,0,1,0,1,0
1,14,548.2,3986.4,88.07,135.13,1,5612.53,8596.19,1,0,1,0,1,0
1,15,548.2,3986.4,88.07,135.13,1,5612.53,8596.19,1,0,1,0,1,0
1,16,548.2,3986.4,88.07,135.13,1,5612.53,8596.19,1,0,1,0,1,0
1,17,548.2,3986.4,88.07,135.13,1,5612.53,8596.19,1,0,1,0,1,0
1,18,548.2,3986.4,88.07,135.13,1,5612.53,8596.19,1,0,1,0,1,0
1,19,548.2,3986.4,88.07,135.13,1,5612.53,8596.19,1,0,1,0,1,0
1,20,548.2,3986.4,88.07,135.13,1,5612.53,8596.19,1,0,1,0,1,0
1,21,548.2,3986.4,88.07,135.13,0,5654.89,8596.19,1,0,1,0,2,0
1,22,548.2,3986.4,88.07,135.13,0,5654.89,8596.19,1,0,1,0,2,0
1,23,548.2,3986.4,88.07,135.13,0,5654.89,8596.19,1,0,1,0,2,0
1,24,548.2,3986.4,88.07,135.13,0,5654.89,8596.19,1,0,1,0,2,0
1,25,548.2,3986.4,88.07,135.13,0,5654.89,8596.19,1,0,1,0,2,0
1,26,548.2,3986.4,88.07,135.13,0,5654.89,9298.5,1,1,1,0,2,1
1,27,548.2,3986.4,88.07,135.13,0,5654.89,9298.5,1,1,1,0,2,1
1,28,548.2,3986.4,88.07,135.13,0,5654.89,9298.5,1,1,1,0,2,1
1,29,548.2,3986.4,88.07,135.13,0,5654.89,9298.5,1,1,1,0,2,1
1,30,548.2,3986.4,88.07,135.13,0,5654.89,9298.5,1,1,1,0,2,1
1,31,548.2,3986.4,88.07,135.13,0,7298.16,9298.5,1,1,1,1,0,1
1,32,548.2,3986.4,88.07,135.13,0,7298.16,9298.5,1,1,1,1,0,1
1,33,548.2,3986.4,88.07,135.13,0,7298.16,9298.5,1,1,1,1,0,1
1,34,548.2,3986.4,88.07,135.13,0,7298.16,9298.5,1,1,1,1,0,1
1,35,548.2,3986.4,88.07,135.13,0,7298.16,9298.5,1,1,1,1,0,1
1,36,548.2,3986.4,88.07,135.13,0,7298.16,9298.5,1,1,1,1,0,1
1,37,548.2,3986.4,88.07,135.13,0,7298.16,9298.5,1,1,1,1,0,1
1,38,548.2,3986.4,88.07,135.13,0,7298.16,9298.5,1,1,1,1,0,1
1,39,548.2,3986.4,88.07,135.13,0,7298.16,9298.5,1,1,1,1,0,1
1,40,548.2,3986.4,88.07,135.13,0,7298.16,9298.5,1,1,1,1,0,1
1,41,548.2,3986.4,88.07,135.13,1,7611.84,9298.5,1,1,1,0,1,1
1,42,548.2,3986.4,88.07,135.13,1,7611.84,9298.5,1,1,1,0,1,1
1,43,548.2,3986.4,88.07,135.13,1,7611.84,9298.5,1,1,1,0,1,1
1,44,548.2,3986.4,88.07,135.13,1,7611.84,9298.5,1,1,1,0,1,1
1,45,548.2,3986.4,88.07,135.13,1,7611.84,9298.5,1,1,1,0,1,1
1,46,548.2,3986.4,88.07,135.13,1,7611.84,9298.5,1,1,1,0,1,1
1,47,548.2,3986.4,88.07,135.13,1,7611.84,9298.5,1,1,1,0,1,1
1,48,548.2,3986.4,88.07,135.13,1,7611.84,9298.5,1,1,1,0,1,1
1,49,548.2,3986.4,88.07,135.13,1,7611.84,9298.5,1,1,1,0,1,1
1,50,548.2,3986.4,88.07,135.13,1,7611.84,9298.5,1,1,1,0,1,1
1,51,548.56,3983.16,87.62,133.52,0,7289.72,8788.5,1,0,1,0,2,0
1,52,548.56,3983.16,87.62,133.52,0,7289.72,8788.5,1,0,1,0,2,0
1,53,548.56,3983.16,87.62,133.52,0,7289.72,8788.5,1,0,1,0,2,0
1,54,548.56,3983.16,87.62,133.52,0,7289.72,8788.5,1,0,1,0,2,0
1,55,548.56,3983.16,87.62,133.52,0,7289.72,8788.5,1,0,1,0,2,0
1,56,548.56,3983.16,87.62,133.52,0,7289.72,8788.5,1,0,1,0,2,0
1,57,548.56,3983.16,87.62,133.52,0,7289.72,8788.5,1,0,1,0,2,0
1,58,548.56,3983.16,87.62,133.52,0,7289.72,8788.5,1,0,1,0,2,0
1,59,548.56,3983.16,87.62,133.52,0,7289.72,8788.5,1,0,1,0,2,0
1,60,548.56,3983.16,87.62,133.52,0,7289.72,8788.5,1,0,1,0,2,0
1,61,548.56,3983.16,87.62,133.52,0,6774.91,8788.5,1,0,1,1,0,0
1,62,548.56,3983.16,87.62,133.52,0,6774.91,8788.5,1,0,1,1,0,0
1,63,548.56,3983.16,87.62,133.52,0,6774.91,8788.5,1,0,1,1,0,0
1,64,548.56,3983.16,87.62,133.52,0,6774.91,8788.5,1,0,1,1,0,0
1,65,548.56,3983.16,87.62,133.52,0,6774.91,8788.5,1,0,1,1,0,0
1,66,548.56,3983.16,87.62,133.52,0,6774.91,8788.5,1,0,1,1,0,0
1,67,548.56,3983.16,87.62,133.52,0,6774.91,8788.5,1,0,1,1,0,0
1,68,548.56,3983.16,87.62,133.52,0,6774.91,8788.5,1,0,1,1,0,0
1,69,548.56,3983.16,87.62,133.52,0,6774.91,8788.5,1,0,1,1,0,0
1,70,548.56,3983.16,87.62,133.52,0,6774.91,8788.5,1,0,1,1,0,0
1,71,548.56,3983.16,87.62,133.52,1,8195.15,8788.5,1,0,1,1,1,0
1,72,548.56,3983.16,87.62,133.52,1,8195.15,8788.5,1,0,1,1,1,0
1,73,548.56,3983.16,87.62,133.52,1,8195.15,8788.5,1,0,1,1,1,0
1,74,548.56,3983.16,87.62,133.52,1,8195.15,8788.5,1,0,1,1,1,0
1,75,548.56,3983.16,87.62,133.52,1,8195.15,8788.5,1,0,1,1,1,0
1,76,548.56,3983.16,87.62,133.52,1,8195.15,8695.73,0,7,1,1,1,1
1,77,548.56,3983.16,87.62,133.52,1,8195.15,8695.73,0,7,1,1,1,1
1,78,548.56,3983.16,87.62,133.52,1,8195.15,8695.73,0,7,1,1,1,1
1,79,548.56,3983.16,87.62,133.52,1,8195.15,8695.73,0,7,1,1,1,1
1,80,548.56,3983.16,87.62,133.52,1,8195.15,8695.73,0,7,1,1,1,1
1,81,548.56,3983.16,87.62,133.52,2,8870.94,8695.73,0,7,1,0,2,1
1,82,548.56,3983.16,87.62,133.52,2,8870.94,8695.73,0,7,1,0,2,1
1,83,548.56,3983.16,87.62,133.52,2,8870.94,8695.73,0,7,1,0,2,1
1,84,548.56,3983.16,87.62,133.52,2,8870.94,8695.73,0,7,1,0,2,1
1,85,548.56,3983.16,87.62,133.52,2,8870.94,8695.73,0,7,1,0,2,1
1,86,548.56,3983.16,87.62,133.52,2,8870.94,8695.73,0,7,1,0,2,1
1,87,548.56,3983.16,87.62,133.52,2,8870.94,8695.73,0,7,1,0,2,1
1,88,548.56,3983.16,87.62,133.52,2,8870.94,8695.73,0,7,1,0,2,1
1,89,548.56,3983.16,87.62,133.52,2,8870.94,8695.73,0,7,1,0,2,1
